,id,device_id,active_power,direct_power,charge_capacity,date_time,T,Po,U,Ff,VV,Td,RRR,DDN
929,36807,10,0.82,1.26,318.1,2023-12-11 17:00:00,19.7,757.3,82.0,4.0,3.9,16.5,0.0,4.0
950,37253,6,2.05,2.54,0.4,2023-12-12 08:00:00,11.7,763.4,96.0,2.0,2.6,11.1,2.0,4.0
951,37254,7,2.64,2.94,0.5,2023-12-12 08:00:00,11.7,763.4,96.0,2.0,2.6,11.1,2.0,4.0
952,37255,8,2.07,2.43,0.4,2023-12-12 08:00:00,11.7,763.4,96.0,2.0,2.6,11.1,2.0,4.0
953,37256,9,2.95,3.34,0.5,2023-12-12 08:00:00,11.7,763.4,96.0,2.0,2.6,11.1,2.0,4.0
954,37257,10,2.08,2.43,0.5,2023-12-12 08:00:00,11.7,763.4,96.0,2.0,2.6,11.1,2.0,4.0
955,37343,6,21.66,21.98,25.2,2023-12-12 11:00:00,13.2,764.2,86.0,1.0,6.0,10.9,2.0,5.0
956,37344,7,22.94,23.28,25.9,2023-12-12 11:00:00,13.2,764.2,86.0,1.0,6.0,10.9,2.0,5.0
957,37345,8,21.08,21.49,24.9,2023-12-12 11:00:00,13.2,764.2,86.0,1.0,6.0,10.9,2.0,5.0
958,37346,9,24.02,24.41,27.4,2023-12-12 11:00:00,13.2,764.2,86.0,1.0,6.0,10.9,2.0,5.0
959,37347,10,21.42,21.73,24.8,2023-12-12 11:00:00,13.2,764.2,86.0,1.0,6.0,10.9,2.0,5.0
960,37433,6,22.0,22.36,139.3,2023-12-12 14:00:00,14.1,763.1,77.0,3.0,11.0,10.1,2.0,5.0
961,37434,7,21.76,22.07,140.2,2023-12-12 14:00:00,14.1,763.1,77.0,3.0,11.0,10.1,2.0,5.0
962,37435,8,23.7,24.04,137.7,2023-12-12 14:00:00,14.1,763.1,77.0,3.0,11.0,10.1,2.0,5.0
963,37436,9,23.46,23.87,154.0,2023-12-12 14:00:00,14.1,763.1,77.0,3.0,11.0,10.1,2.0,5.0
964,37437,10,23.34,23.68,133.3,2023-12-12 14:00:00,14.1,763.1,77.0,3.0,11.0,10.1,2.0,5.0
965,37523,6,0.03,0.55,170.9,2023-12-12 17:00:00,13.6,764.0,71.0,2.0,15.0,8.4,2.0,4.0
966,37524,7,0.05,0.28,171.8,2023-12-12 17:00:00,13.6,764.0,71.0,2.0,15.0,8.4,2.0,4.0
967,37525,8,0.03,0.41,169.3,2023-12-12 17:00:00,13.6,764.0,71.0,2.0,15.0,8.4,2.0,4.0
968,37526,9,0.06,0.48,187.8,2023-12-12 17:00:00,13.6,764.0,71.0,2.0,15.0,8.4,2.0,4.0
969,37527,10,0.0,0.35,165.6,2023-12-12 17:00:00,13.6,764.0,71.0,2.0,15.0,8.4,2.0,4.0
990,37973,6,4.9,5.22,2.2,2023-12-13 08:00:00,11.0,766.8,75.0,0.0,5.0,6.6,0.0,6.0
991,37974,7,5.06,5.31,2.3,2023-12-13 08:00:00,11.0,766.8,75.0,0.0,5.0,6.6,0.0,6.0
992,37975,8,4.82,5.22,2.1,2023-12-13 08:00:00,11.0,766.8,75.0,0.0,5.0,6.6,0.0,6.0
993,37976,9,5.38,5.71,2.4,2023-12-13 08:00:00,11.0,766.8,75.0,0.0,5.0,6.6,0.0,6.0
994,37977,10,4.95,5.2,2.2,2023-12-13 08:00:00,11.0,766.8,75.0,0.0,5.0,6.6,0.0,6.0
995,38063,6,24.23,24.57,45.4,2023-12-13 11:00:00,13.5,766.4,71.0,1.0,4.9,8.4,0.0,11.0
996,38064,7,22.7,23.08,44.7,2023-12-13 11:00:00,13.5,766.4,71.0,1.0,4.9,8.4,0.0,11.0
997,38065,8,23.47,23.81,45.0,2023-12-13 11:00:00,13.5,766.4,71.0,1.0,4.9,8.4,0.0,11.0
998,38066,9,24.56,24.91,48.2,2023-12-13 11:00:00,13.5,766.4,71.0,1.0,4.9,8.4,0.0,11.0
999,38067,10,23.67,24.01,45.4,2023-12-13 11:00:00,13.5,766.4,71.0,1.0,4.9,8.4,0.0,11.0
1000,38153,6,30.71,31.11,143.0,2023-12-13 14:00:00,16.4,764.1,60.0,2.0,8.0,8.6,0.0,11.0
1001,38154,7,30.11,30.51,144.5,2023-12-13 14:00:00,16.4,764.1,60.0,2.0,8.0,8.6,0.0,11.0
1002,38155,8,27.93,28.33,144.0,2023-12-13 14:00:00,16.4,764.1,60.0,2.0,8.0,8.6,0.0,11.0
1003,38156,9,33.43,33.89,158.0,2023-12-13 14:00:00,16.4,764.1,60.0,2.0,8.0,8.6,0.0,11.0
1004,38157,10,27.65,28.01,143.3,2023-12-13 14:00:00,16.4,764.1,60.0,2.0,8.0,8.6,0.0,11.0
1005,38243,6,0.66,1.26,189.2,2023-12-13 17:00:00,15.7,763.6,66.0,0.0,7.0,9.4,0.0,-1.0
1006,38244,7,0.62,0.95,190.2,2023-12-13 17:00:00,15.7,763.6,66.0,0.0,7.0,9.4,0.0,-1.0
1007,38245,8,0.77,1.23,185.1,2023-12-13 17:00:00,15.7,763.6,66.0,0.0,7.0,9.4,0.0,-1.0
1008,38246,9,0.73,1.23,208.4,2023-12-13 17:00:00,15.7,763.6,66.0,0.0,7.0,9.4,0.0,-1.0
1009,38247,10,0.8,1.31,187.9,2023-12-13 17:00:00,15.7,763.6,66.0,0.0,7.0,9.4,0.0,-1.0
1030,38693,6,17.94,18.24,6.2,2023-12-14 08:00:00,16.3,763.3,80.0,2.0,6.0,12.8,0.0,12.0
1031,38694,7,18.57,19.01,6.6,2023-12-14 08:00:00,16.3,763.3,80.0,2.0,6.0,12.8,0.0,12.0
1032,38695,8,24.38,24.76,7.3,2023-12-14 08:00:00,16.3,763.3,80.0,2.0,6.0,12.8,0.0,12.0
1033,38696,9,22.01,22.44,8.0,2023-12-14 08:00:00,16.3,763.3,80.0,2.0,6.0,12.8,0.0,12.0
1034,38697,10,10.89,11.2,5.0,2023-12-14 08:00:00,16.3,763.3,80.0,2.0,6.0,12.8,0.0,12.0
1035,38783,6,28.92,29.31,71.9,2023-12-14 11:00:00,20.6,763.0,69.0,2.0,15.0,14.7,0.0,12.0
1036,38784,7,29.26,29.65,73.1,2023-12-14 11:00:00,20.6,763.0,69.0,2.0,15.0,14.7,0.0,12.0
1037,38785,8,29.62,30.02,71.7,2023-12-14 11:00:00,20.6,763.0,69.0,2.0,15.0,14.7,0.0,12.0
1038,38786,9,32.88,33.32,82.1,2023-12-14 11:00:00,20.6,763.0,69.0,2.0,15.0,14.7,0.0,12.0
1039,38787,10,27.77,28.14,67.6,2023-12-14 11:00:00,20.6,763.0,69.0,2.0,15.0,14.7,0.0,12.0
1040,38873,6,50.57,51.18,196.9,2023-12-14 14:00:00,24.3,760.4,63.0,3.0,6.0,16.8,0.0,4.0
1041,38874,7,51.47,52.11,196.8,2023-12-14 14:00:00,24.3,760.4,63.0,3.0,6.0,16.8,0.0,4.0
1042,38875,8,47.12,47.9,195.2,2023-12-14 14:00:00,24.3,760.4,63.0,3.0,6.0,16.8,0.0,4.0
1043,38876,9,59.6,60.4,225.8,2023-12-14 14:00:00,24.3,760.4,63.0,3.0,6.0,16.8,0.0,4.0
1044,38877,10,46.43,47.02,183.6,2023-12-14 14:00:00,24.3,760.4,63.0,3.0,6.0,16.8,0.0,4.0
1045,38963,6,0.61,0.91,263.6,2023-12-14 17:00:00,20.4,760.0,84.0,2.0,5.0,17.6,0.0,3.0
1046,38964,7,0.59,0.75,266.1,2023-12-14 17:00:00,20.4,760.0,84.0,2.0,5.0,17.6,0.0,3.0
1047,38965,8,0.55,0.69,247.4,2023-12-14 17:00:00,20.4,760.0,84.0,2.0,5.0,17.6,0.0,3.0
1048,38966,9,0.66,1.18,302.1,2023-12-14 17:00:00,20.4,760.0,84.0,2.0,5.0,17.6,0.0,3.0
1049,38967,10,0.51,0.83,247.8,2023-12-14 17:00:00,20.4,760.0,84.0,2.0,5.0,17.6,0.0,3.0
1070,39413,6,3.04,3.38,1.4,2023-12-15 08:00:00,17.0,759.1,99.0,1.0,0.4,16.8,0.0,12.0
1071,39414,7,2.99,3.35,1.5,2023-12-15 08:00:00,17.0,759.1,99.0,1.0,0.4,16.8,0.0,12.0
1072,39415,8,3.21,3.46,1.4,2023-12-15 08:00:00,17.0,759.1,99.0,1.0,0.4,16.8,0.0,12.0
1073,39416,9,3.54,4.06,1.7,2023-12-15 08:00:00,17.0,759.1,99.0,1.0,0.4,16.8,0.0,12.0
1074,39417,10,3.44,3.66,1.5,2023-12-15 08:00:00,17.0,759.1,99.0,1.0,0.4,16.8,0.0,12.0
1075,39503,6,21.32,21.62,39.2,2023-12-15 11:00:00,18.3,758.5,97.0,1.0,2.2,17.8,0.0,8.0
1076,39504,7,21.71,22.1,39.2,2023-12-15 11:00:00,18.3,758.5,97.0,1.0,2.2,17.8,0.0,8.0
1077,39505,8,22.78,23.11,39.3,2023-12-15 11:00:00,18.3,758.5,97.0,1.0,2.2,17.8,0.0,8.0
1078,39506,9,24.79,25.12,42.1,2023-12-15 11:00:00,18.3,758.5,97.0,1.0,2.2,17.8,0.0,8.0
1079,39507,10,24.71,25.04,40.9,2023-12-15 11:00:00,18.3,758.5,97.0,1.0,2.2,17.8,0.0,8.0
1080,39593,6,26.59,26.94,126.5,2023-12-15 14:00:00,20.5,756.8,84.0,3.0,2.6,17.7,0.0,4.0
1081,39594,7,26.38,26.72,127.1,2023-12-15 14:00:00,20.5,756.8,84.0,3.0,2.6,17.7,0.0,4.0
1082,39595,8,25.97,26.32,126.5,2023-12-15 14:00:00,20.5,756.8,84.0,3.0,2.6,17.7,0.0,4.0
1083,39596,9,25.63,25.97,136.5,2023-12-15 14:00:00,20.5,756.8,84.0,3.0,2.6,17.7,0.0,4.0
1084,39597,10,24.18,24.57,128.4,2023-12-15 14:00:00,20.5,756.8,84.0,3.0,2.6,17.7,0.0,4.0
1085,39683,6,0.0,0.0,143.8,2023-12-15 17:00:00,16.8,759.1,94.0,4.0,2.5,15.8,0.0,4.0
1086,39684,7,0.0,0.0,144.8,2023-12-15 17:00:00,16.8,759.1,94.0,4.0,2.5,15.8,0.0,4.0
1087,39685,8,0.0,0.13,143.8,2023-12-15 17:00:00,16.8,759.1,94.0,4.0,2.5,15.8,0.0,4.0
1088,39686,9,0.0,0.07,154.8,2023-12-15 17:00:00,16.8,759.1,94.0,4.0,2.5,15.8,0.0,4.0
1089,39687,10,0.0,0.07,144.9,2023-12-15 17:00:00,16.8,759.1,94.0,4.0,2.5,15.8,0.0,4.0
1110,40133,6,5.19,5.74,1.8,2023-12-16 08:00:00,6.3,767.8,86.0,3.0,19.0,4.1,10.0,0.0
1111,40134,7,5.16,5.55,1.7,2023-12-16 08:00:00,6.3,767.8,86.0,3.0,19.0,4.1,10.0,0.0
1112,40135,8,5.22,5.61,1.7,2023-12-16 08:00:00,6.3,767.8,86.0,3.0,19.0,4.1,10.0,0.0
1113,40136,9,5.38,5.71,1.9,2023-12-16 08:00:00,6.3,767.8,86.0,3.0,19.0,4.1,10.0,0.0
1114,40137,10,4.45,4.78,1.6,2023-12-16 08:00:00,6.3,767.8,86.0,3.0,19.0,4.1,10.0,0.0
1115,40223,6,6.43,6.73,15.1,2023-12-16 11:00:00,6.4,769.3,78.0,3.0,15.0,2.8,9.0,3.0
1116,40224,7,6.49,6.71,15.0,2023-12-16 11:00:00,6.4,769.3,78.0,3.0,15.0,2.8,9.0,3.0
1117,40225,8,6.5,6.71,15.1,2023-12-16 11:00:00,6.4,769.3,78.0,3.0,15.0,2.8,9.0,3.0
1118,40226,9,6.89,7.26,16.3,2023-12-16 11:00:00,6.4,769.3,78.0,3.0,15.0,2.8,9.0,3.0
1119,40227,10,6.61,6.83,15.3,2023-12-16 11:00:00,6.4,769.3,78.0,3.0,15.0,2.8,9.0,3.0
1120,40313,6,4.99,5.35,40.6,2023-12-16 14:00:00,6.6,769.0,69.0,2.0,18.0,1.3,7.0,6.0
1121,40314,7,4.83,5.26,40.5,2023-12-16 14:00:00,6.6,769.0,69.0,2.0,18.0,1.3,7.0,6.0
1122,40315,8,5.37,5.61,40.5,2023-12-16 14:00:00,6.6,769.0,69.0,2.0,18.0,1.3,7.0,6.0
1123,40316,9,5.11,5.6,43.2,2023-12-16 14:00:00,6.6,769.0,69.0,2.0,18.0,1.3,7.0,6.0
1124,40317,10,5.88,6.11,41.0,2023-12-16 14:00:00,6.6,769.0,69.0,2.0,18.0,1.3,7.0,6.0
1125,40403,6,0.0,0.07,50.1,2023-12-16 17:00:00,5.9,770.2,67.0,2.0,14.0,0.2,4.0,0.0
1126,40404,7,0.0,0.07,50.1,2023-12-16 17:00:00,5.9,770.2,67.0,2.0,14.0,0.2,4.0,0.0
1127,40405,8,0.0,0.07,49.9,2023-12-16 17:00:00,5.9,770.2,67.0,2.0,14.0,0.2,4.0,0.0
1128,40406,9,0.01,0.14,53.5,2023-12-16 17:00:00,5.9,770.2,67.0,2.0,14.0,0.2,4.0,0.0
1129,40407,10,0.0,0.07,50.3,2023-12-16 17:00:00,5.9,770.2,67.0,2.0,14.0,0.2,4.0,0.0
1150,40853,6,10.79,11.14,4.0,2023-12-17 08:00:00,3.7,773.5,46.0,3.0,14.0,-7.1,0.1,3.0
1151,40854,7,11.12,11.43,4.0,2023-12-17 08:00:00,3.7,773.5,46.0,3.0,14.0,-7.1,0.1,3.0
1152,40855,8,11.46,11.75,3.9,2023-12-17 08:00:00,3.7,773.5,46.0,3.0,14.0,-7.1,0.1,3.0
1153,40856,9,12.81,13.1,4.5,2023-12-17 08:00:00,3.7,773.5,46.0,3.0,14.0,-7.1,0.1,3.0
1154,40857,10,9.99,10.25,3.9,2023-12-17 08:00:00,3.7,773.5,46.0,3.0,14.0,-7.1,0.1,3.0
1155,40943,6,96.53,97.84,67.8,2023-12-17 11:00:00,5.1,773.3,42.0,3.0,12.0,-6.8,0.0,0.0
1156,40944,7,47.79,48.45,71.6,2023-12-17 11:00:00,5.1,773.3,42.0,3.0,12.0,-6.8,0.0,0.0
1157,40945,8,52.17,53.33,71.2,2023-12-17 11:00:00,5.1,773.3,42.0,3.0,12.0,-6.8,0.0,0.0
1158,40946,9,109.88,112.12,77.9,2023-12-17 11:00:00,5.1,773.3,42.0,3.0,12.0,-6.8,0.0,0.0
1159,40947,10,55.43,56.39,65.4,2023-12-17 11:00:00,5.1,773.3,42.0,3.0,12.0,-6.8,0.0,0.0
1160,41033,6,24.94,25.35,150.0,2023-12-17 14:00:00,6.2,771.2,44.0,3.0,12.0,-5.4,0.0,1.0
1161,41034,7,25.21,25.59,151.0,2023-12-17 14:00:00,6.2,771.2,44.0,3.0,12.0,-5.4,0.0,1.0
1162,41035,8,25.09,25.47,150.5,2023-12-17 14:00:00,6.2,771.2,44.0,3.0,12.0,-5.4,0.0,1.0
1163,41036,9,27.33,27.76,167.6,2023-12-17 14:00:00,6.2,771.2,44.0,3.0,12.0,-5.4,0.0,1.0
1164,41037,10,24.58,24.95,146.6,2023-12-17 14:00:00,6.2,771.2,44.0,3.0,12.0,-5.4,0.0,1.0
1165,41123,6,0.52,1.12,183.8,2023-12-17 17:00:00,5.6,771.3,50.0,3.0,9.0,-4.0,0.0,4.0
1166,41124,7,0.52,0.95,185.1,2023-12-17 17:00:00,5.6,771.3,50.0,3.0,9.0,-4.0,0.0,4.0
1167,41125,8,0.48,0.83,184.5,2023-12-17 17:00:00,5.6,771.3,50.0,3.0,9.0,-4.0,0.0,4.0
1168,41126,9,0.59,1.03,204.3,2023-12-17 17:00:00,5.6,771.3,50.0,3.0,9.0,-4.0,0.0,4.0
1169,41127,10,0.44,0.82,180.1,2023-12-17 17:00:00,5.6,771.3,50.0,3.0,9.0,-4.0,0.0,4.0
1190,41573,6,0.8,1.22,0.2,2023-12-18 08:00:00,4.5,769.6,90.0,1.0,5.0,3.0,1.0,6.0
1191,41574,7,0.85,1.28,0.3,2023-12-18 08:00:00,4.5,769.6,90.0,1.0,5.0,3.0,1.0,6.0
1192,41575,8,0.75,1.38,0.3,2023-12-18 08:00:00,4.5,769.6,90.0,1.0,5.0,3.0,1.0,6.0
1193,41576,9,0.63,1.02,0.2,2023-12-18 08:00:00,4.5,769.6,90.0,1.0,5.0,3.0,1.0,6.0
1194,41577,10,0.88,1.35,0.3,2023-12-18 08:00:00,4.5,769.6,90.0,1.0,5.0,3.0,1.0,6.0
1195,41663,6,5.01,5.35,12.2,2023-12-18 11:00:00,5.5,768.4,95.0,2.0,3.2,4.8,2.0,12.0
1196,41664,7,6.43,6.71,12.2,2023-12-18 11:00:00,5.5,768.4,95.0,2.0,3.2,4.8,2.0,12.0
1197,41665,8,4.78,5.07,12.4,2023-12-18 11:00:00,5.5,768.4,95.0,2.0,3.2,4.8,2.0,12.0
1198,41666,9,5.24,5.56,13.0,2023-12-18 11:00:00,5.5,768.4,95.0,2.0,3.2,4.8,2.0,12.0
1199,41667,10,6.0,6.22,12.3,2023-12-18 11:00:00,5.5,768.4,95.0,2.0,3.2,4.8,2.0,12.0
1200,41753,6,6.84,7.25,33.3,2023-12-18 14:00:00,7.0,766.0,96.0,2.0,2.5,6.4,1.0,11.0
1201,41754,7,6.61,6.91,33.6,2023-12-18 14:00:00,7.0,766.0,96.0,2.0,2.5,6.4,1.0,11.0
1202,41755,8,6.69,6.98,33.4,2023-12-18 14:00:00,7.0,766.0,96.0,2.0,2.5,6.4,1.0,11.0
1203,41756,9,8.52,8.75,35.5,2023-12-18 14:00:00,7.0,766.0,96.0,2.0,2.5,6.4,1.0,11.0
1204,41757,10,6.24,6.63,33.8,2023-12-18 14:00:00,7.0,766.0,96.0,2.0,2.5,6.4,1.0,11.0
1205,41843,6,0.0,0.07,42.6,2023-12-18 17:00:00,7.6,765.7,98.0,2.0,1.4,7.3,1.0,12.0
1206,41844,7,0.0,0.07,42.9,2023-12-18 17:00:00,7.6,765.7,98.0,2.0,1.4,7.3,1.0,12.0
1207,41845,8,0.0,0.0,42.7,2023-12-18 17:00:00,7.6,765.7,98.0,2.0,1.4,7.3,1.0,12.0
1208,41846,9,0.02,0.13,45.8,2023-12-18 17:00:00,7.6,765.7,98.0,2.0,1.4,7.3,1.0,12.0
1209,41847,10,0.0,0.13,43.1,2023-12-18 17:00:00,7.6,765.7,98.0,2.0,1.4,7.3,1.0,12.0
1230,42293,6,3.37,3.7,1.2,2023-12-19 08:00:00,7.7,766.0,84.0,2.0,20.0,5.2,5.0,0.0
1231,42294,7,3.39,3.63,1.2,2023-12-19 08:00:00,7.7,766.0,84.0,2.0,20.0,5.2,5.0,0.0
1232,42295,8,3.37,3.57,1.2,2023-12-19 08:00:00,7.7,766.0,84.0,2.0,20.0,5.2,5.0,0.0
1233,42296,9,3.64,3.91,1.3,2023-12-19 08:00:00,7.7,766.0,84.0,2.0,20.0,5.2,5.0,0.0
1234,42297,10,3.48,3.63,1.2,2023-12-19 08:00:00,7.7,766.0,84.0,2.0,20.0,5.2,5.0,0.0
1235,42378,6,16.77,17.1,32.9,2023-12-19 11:00:00,8.6,766.3,71.0,2.0,20.0,3.6,2.0,6.0
1236,42379,7,17.02,17.33,33.2,2023-12-19 11:00:00,8.6,766.3,71.0,2.0,20.0,3.6,2.0,6.0
1237,42380,8,17.1,17.44,33.1,2023-12-19 11:00:00,8.6,766.3,71.0,2.0,20.0,3.6,2.0,6.0
1238,42381,9,18.95,19.26,35.9,2023-12-19 11:00:00,8.6,766.3,71.0,2.0,20.0,3.6,2.0,6.0
1239,42382,10,16.72,17.03,32.9,2023-12-19 11:00:00,8.6,766.3,71.0,2.0,20.0,3.6,2.0,6.0
1240,42468,6,8.86,9.27,65.0,2023-12-19 14:00:00,7.4,765.2,81.0,5.0,11.0,4.4,0.4,6.0
1241,42469,7,9.3,9.57,65.8,2023-12-19 14:00:00,7.4,765.2,81.0,5.0,11.0,4.4,0.4,6.0
1242,42470,8,9.16,9.41,65.3,2023-12-19 14:00:00,7.4,765.2,81.0,5.0,11.0,4.4,0.4,6.0
1243,42471,9,9.49,9.73,70.8,2023-12-19 14:00:00,7.4,765.2,81.0,5.0,11.0,4.4,0.4,6.0
1244,42472,10,9.03,9.28,65.1,2023-12-19 14:00:00,7.4,765.2,81.0,5.0,11.0,4.4,0.4,6.0
1245,42538,6,0.0,0.15,78.8,2023-12-19 17:00:00,6.5,766.6,90.0,1.0,17.0,5.0,3.0,6.0
1246,42539,7,0.0,0.07,79.2,2023-12-19 17:00:00,6.5,766.6,90.0,1.0,17.0,5.0,3.0,6.0
1247,42540,8,0.0,0.27,78.9,2023-12-19 17:00:00,6.5,766.6,90.0,1.0,17.0,5.0,3.0,6.0
1248,42541,9,0.0,0.14,85.3,2023-12-19 17:00:00,6.5,766.6,90.0,1.0,17.0,5.0,3.0,6.0
1249,42542,10,0.0,0.29,79.2,2023-12-19 17:00:00,6.5,766.6,90.0,1.0,17.0,5.0,3.0,6.0
1270,42613,6,5.28,5.77,2.2,2023-12-20 08:00:00,6.7,769.0,71.0,1.0,19.0,1.8,0.5,1.0
1271,42614,7,5.34,5.61,2.1,2023-12-20 08:00:00,6.7,769.0,71.0,1.0,19.0,1.8,0.5,1.0
1272,42615,8,5.29,5.64,2.2,2023-12-20 08:00:00,6.7,769.0,71.0,1.0,19.0,1.8,0.5,1.0
1273,42616,9,5.69,6.19,2.2,2023-12-20 08:00:00,6.7,769.0,71.0,1.0,19.0,1.8,0.5,1.0
1274,42617,10,5.32,5.68,2.0,2023-12-20 08:00:00,6.7,769.0,71.0,1.0,19.0,1.8,0.5,1.0
1275,42628,6,20.65,21.05,39.1,2023-12-20 11:00:00,7.6,769.6,70.0,1.0,18.0,2.5,0.0,0.0
1276,42629,7,21.63,21.96,40.1,2023-12-20 11:00:00,7.6,769.6,70.0,1.0,18.0,2.5,0.0,0.0
1277,42630,8,20.87,21.2,39.4,2023-12-20 11:00:00,7.6,769.6,70.0,1.0,18.0,2.5,0.0,0.0
1278,42631,9,23.82,24.26,43.7,2023-12-20 11:00:00,7.6,769.6,70.0,1.0,18.0,2.5,0.0,0.0
1279,42632,10,20.68,21.03,39.3,2023-12-20 11:00:00,7.6,769.6,70.0,1.0,18.0,2.5,0.0,0.0
1280,42643,6,24.39,24.83,107.7,2023-12-20 14:00:00,8.4,768.0,63.0,2.0,16.0,1.8,0.0,6.0
1281,42644,7,24.36,24.72,108.0,2023-12-20 14:00:00,8.4,768.0,63.0,2.0,16.0,1.8,0.0,6.0
1282,42645,8,24.56,24.93,108.5,2023-12-20 14:00:00,8.4,768.0,63.0,2.0,16.0,1.8,0.0,6.0
1283,42646,9,26.5,26.92,117.3,2023-12-20 14:00:00,8.4,768.0,63.0,2.0,16.0,1.8,0.0,6.0
1284,42647,10,24.57,24.97,108.8,2023-12-20 14:00:00,8.4,768.0,63.0,2.0,16.0,1.8,0.0,6.0
1285,42658,6,1.25,1.66,140.5,2023-12-20 17:00:00,7.4,768.7,61.0,1.0,10.0,0.4,0.0,12.0
1286,42659,7,1.48,1.85,141.5,2023-12-20 17:00:00,7.4,768.7,61.0,1.0,10.0,0.4,0.0,12.0
1287,42660,8,1.08,1.33,141.3,2023-12-20 17:00:00,7.4,768.7,61.0,1.0,10.0,0.4,0.0,12.0
1288,42661,9,1.56,1.97,153.6,2023-12-20 17:00:00,7.4,768.7,61.0,1.0,10.0,0.4,0.0,12.0
1289,42662,10,1.58,1.93,141.6,2023-12-20 17:00:00,7.4,768.7,61.0,1.0,10.0,0.4,0.0,12.0
1310,42733,6,12.36,12.66,5.5,2023-12-21 08:00:00,3.0,772.6,42.0,3.0,10.0,-8.7,0.0,0.0
1311,42734,7,13.96,14.28,6.0,2023-12-21 08:00:00,3.0,772.6,42.0,3.0,10.0,-8.7,0.0,0.0
1312,42735,8,17.01,17.34,7.5,2023-12-21 08:00:00,3.0,772.6,42.0,3.0,10.0,-8.7,0.0,0.0
1313,42736,9,18.65,19.02,8.0,2023-12-21 08:00:00,3.0,772.6,42.0,3.0,10.0,-8.7,0.0,0.0
1314,42737,10,9.49,9.78,4.7,2023-12-21 08:00:00,3.0,772.6,42.0,3.0,10.0,-8.7,0.0,0.0
1315,42748,6,67.48,68.41,142.4,2023-12-21 11:00:00,6.3,773.1,40.0,2.0,8.0,-6.3,0.0,1.0
1316,42749,7,67.74,68.67,145.2,2023-12-21 11:00:00,6.3,773.1,40.0,2.0,8.0,-6.3,0.0,1.0
1317,42750,8,68.54,69.51,150.8,2023-12-21 11:00:00,6.3,773.1,40.0,2.0,8.0,-6.3,0.0,1.0
1318,42751,9,85.73,86.89,193.1,2023-12-21 11:00:00,6.3,773.1,40.0,2.0,8.0,-6.3,0.0,1.0
1319,42752,10,56.63,57.41,110.1,2023-12-21 11:00:00,6.3,773.1,40.0,2.0,8.0,-6.3,0.0,1.0
1320,42763,6,54.21,54.92,339.7,2023-12-21 14:00:00,7.9,770.9,33.0,2.0,11.0,-7.4,0.0,12.0
1321,42764,7,54.63,55.34,347.0,2023-12-21 14:00:00,7.9,770.9,33.0,2.0,11.0,-7.4,0.0,12.0
1322,42765,8,50.34,51.04,348.7,2023-12-21 14:00:00,7.9,770.9,33.0,2.0,11.0,-7.4,0.0,12.0
1323,42766,9,64.37,65.23,433.1,2023-12-21 14:00:00,7.9,770.9,33.0,2.0,11.0,-7.4,0.0,12.0
1324,42767,10,49.72,50.37,287.4,2023-12-21 14:00:00,7.9,770.9,33.0,2.0,11.0,-7.4,0.0,12.0
1325,42778,6,1.61,1.97,419.4,2023-12-21 17:00:00,5.2,772.3,35.0,2.0,15.0,-9.0,0.0,6.0
1326,42779,7,1.52,1.89,425.7,2023-12-21 17:00:00,5.2,772.3,35.0,2.0,15.0,-9.0,0.0,6.0
1327,42780,8,1.25,1.75,405.4,2023-12-21 17:00:00,5.2,772.3,35.0,2.0,15.0,-9.0,0.0,6.0
1328,42781,9,1.66,2.17,525.5,2023-12-21 17:00:00,5.2,772.3,35.0,2.0,15.0,-9.0,0.0,6.0
1329,42782,10,1.72,2.15,362.9,2023-12-21 17:00:00,5.2,772.3,35.0,2.0,15.0,-9.0,0.0,6.0
1350,42853,6,12.73,13.11,5.3,2023-12-22 08:00:00,-0.3,777.1,38.0,2.0,16.0,-12.9,0.0,3.0
1351,42854,7,15.94,16.27,6.8,2023-12-22 08:00:00,-0.3,777.1,38.0,2.0,16.0,-12.9,0.0,3.0
1352,42855,8,20.09,20.47,9.0,2023-12-22 08:00:00,-0.3,777.1,38.0,2.0,16.0,-12.9,0.0,3.0
1353,42856,9,21.16,21.58,8.2,2023-12-22 08:00:00,-0.3,777.1,38.0,2.0,16.0,-12.9,0.0,3.0
1354,42857,10,7.85,8.13,3.5,2023-12-22 08:00:00,-0.3,777.1,38.0,2.0,16.0,-12.9,0.0,3.0
1355,42868,6,71.71,72.69,155.2,2023-12-22 11:00:00,3.6,776.6,26.0,3.0,15.0,-14.1,0.0,3.0
1356,42869,7,71.94,72.98,161.6,2023-12-22 11:00:00,3.6,776.6,26.0,3.0,15.0,-14.1,0.0,3.0
1357,42870,8,72.46,73.45,166.7,2023-12-22 11:00:00,3.6,776.6,26.0,3.0,15.0,-14.1,0.0,3.0
1358,42871,9,90.67,91.86,212.0,2023-12-22 11:00:00,3.6,776.6,26.0,3.0,15.0,-14.1,0.0,3.0
1359,42872,10,59.27,60.08,115.6,2023-12-22 11:00:00,3.6,776.6,26.0,3.0,15.0,-14.1,0.0,3.0
1360,42883,6,57.68,58.45,361.8,2023-12-22 14:00:00,6.2,774.7,21.0,3.0,16.0,-14.5,0.0,1.0
1361,42884,7,58.15,58.93,370.2,2023-12-22 14:00:00,6.2,774.7,21.0,3.0,16.0,-14.5,0.0,1.0
1362,42885,8,53.35,54.03,378.0,2023-12-22 14:00:00,6.2,774.7,21.0,3.0,16.0,-14.5,0.0,1.0
